id_Article,numero_loi,numero_decret,numero_article,multiplicatif,date_signature,division_partie,division_livre,division_titre,division_chapitre,division_section,division_paragraphe,contenu,code
146,,,142,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE VIII : DES COMMISSIONS ROGATOIRES ET DELEGATIONS JUDICIAIRES,,,"Le juge d'instruction peut requérir, par commission rogatoire, tout juge d'instruction ou tout juge de paix de son ressort, et par délégation judiciaire, tout officier de police judiciaire compétent dans ce ressort, de procéder aux actes d'information qu'il estime nécessaires dans les lieux soumis à la juridiction de chacun d'eux.
En matière de crimes et délits contre la sûreté de l'Etat, et s'il y a urgence, le juge d'instruction peut donner délégation judiciaire directement à tout officier de police judiciaire qui pourra exercer ses fonctions sur tout le territoire de la République.
L'officier de police judiciaire accomplit sa mission après en avoir avisé le Procureur de la République, sans être tenu de solliciter une subdélégation du juge d'instruction territorialement compétent.",Procédures Pénales
147,,,143,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE VIII : DES COMMISSIONS ROGATOIRES ET DELEGATIONS JUDICIAIRES,,,"La commission rogatoire ou la délégation judiciaire indique la nature de l'infraction objet des poursuites. Elle est datée et signée par le magistrat qui la délivre, et revêtue de son sceau.
Elle ne peut prescrire que des actes d'instruction se rattachant directement à l'infraction visée aux poursuites et sous réserve des dispositions de l'article «94».",Procédures Pénales
148,,,144,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE VIII : DES COMMISSIONS ROGATOIRES ET DELEGATIONS JUDICIAIRES,,,"Les magistrats ou officiers de police judiciaire commis pour l'exécution exercent, dans les limites de la commission rogatoire ou de la délégation judiciaire, tous les pouvoirs du juge d'instruction.
Toutefois, les officiers de police judiciaire ne peuvent procéder aux interrogatoires et aux confrontations de l'inculpé. Ils ne peuvent procéder aux auditions de la partie civile qu'à la demande ou avec l'assentiment de celle-ci.
Seul le juge d'instruction commis rogatoirement peut décerner tous mandats tels que définis aux articles «111», «112», «113» et «114».",Procédures Pénales
149,,,145,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE VIII : DES COMMISSIONS ROGATOIRES ET DELEGATIONS JUDICIAIRES,,,"Tout témoin cité pour être entendu au cours de l'exécution d'une commission rogatoire ou d'une délégation judiciaire est tenu de comparaître, de prêter serment et de déposer.
S'il ne satisfait pas à cette obligation, avis en est immédiatement donné au juge d'instruction ou au magistrat du lieu de l'exécution qui peut le contraindre à comparaître par la force publique et prendre contre lui les sanctions prévues à l'article «97».",Procédures Pénales
150,85-25,,146,,1985-02-27,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE VIII : DES COMMISSIONS ROGATOIRES ET DELEGATIONS JUDICIAIRES,,,"(Loi n°85-25 du 27 février 1985)
Lorsque, pour les nécessités de l'exécution de la délégation judiciaire, l'officier de police judiciaire est amené à retenir une personne à sa disposition, celle-ci doit être obligatoirement conduite dans les quarante-huit heures, délai de route non compris, devant le magistrat instructeur dans le ressort duquel se poursuit l'exécution.
Après audition de la personne qui lui est amenée, ce magistrat peut accorder l'autorisation, confirmée par écrit, de prolonger la garde à vue d'un nouveau délai de quarante-huit heures.
A titre exceptionnel, cette autorisation peut être accordée par décision motivée, sans que la personne soit conduite devant le magistrat compétent.
Les délais prévus au présent article sont doublés en ce qui concerne les crimes et délits contre la sûreté de l’Etat ; ils sont également doublés pour tous les crimes et délits en période d'état de siège, d'état d'urgence ou d'application de l'article 47  de la Constitution, sans que ces deux causes de doublement puissent se cumuler.
Dans tous les cas, les dispositions des articles « 55 » dernier alinéa et « 56 » à « 58 » sont applicables.",Procédures Pénales
151,,,147,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE VIII : DES COMMISSIONS ROGATOIRES ET DELEGATIONS JUDICIAIRES,,,"Dans l'exécution des délégations judiciaires par les officiers de police judiciaire, aucune nullité n'est encourue de plein droit du fait de l'inobservation des dispositions des articles « 164 » et « 166».
Toutefois, au cas où l'inobservation de quelque règle de procédure a été de nature à nuire aux droits des intéressés, le juge peut refaire les actes irréguliers.",Procédures Pénales
152,,,148,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE VIII : DES COMMISSIONS ROGATOIRES ET DELEGATIONS JUDICIAIRES,,,"Lorsque la commission rogatoire ou la délégation judiciaire prescrit des opérations simultanées sur divers points du territoire, elle peut, sur l'ordre du juge d'instruction mandant, être adressée aux juges d'instruction et officiers de police judiciaire chargés de son exécution sous forme de reproduction ou de copie intégrale de l'original portant la mention expresse de la diffusion suivie de la signature du juge d'instruction mandant.
En cas d'urgence, la commission rogatoire ou la délégation judiciaire peut même être diffusée par tous moyens ; chaque diffusion doit toutefois préciser les mentions essentielles de l'original et spécialement la nature de l'inculpation, le nom et la qualité du magistrat mandant.",Procédures Pénales
153,,,149,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE IX : DES EXPERTISES,,,"Toute juridiction d'instruction ou de jugement, dans le cas où se pose une question d'ordre technique, peut, soit à la demande du ministère public, soit à la requête des parties, soit même d'office le ministère public entendu, ordonner une expertise.
Lorsque le juge d'instruction estime ne pas devoir faire droit à une demande d'expertise, il doit rendre une ordonnance motivée, qui est susceptible d'appel dans les formes et délais prévus aux articles «179» et «180».",Procédures Pénales
154,85-25,,150,,1985-02-27,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE IX : DES EXPERTISES,,,"(Loi n°85-25 du 27 février 1985)
Les experts sont choisis parmi les personnes figurant au tableau de l'Ordre des Experts et Evaluateurs agrées. Le juge peut toutefois, selon la spécialité particulière de la question, choisir une autre personne jugée compétente.
Lorsqu'il s'agit d'une expertise médicale qui porte sur une question liée à la détention, l'expert doit obligatoirement être désigné par le juge d'instruction ou la juridiction de jugement saisie en fonction de la spécialité de l'expertise, après avis du Conseil de l'Ordre des Médecins.
Les experts procèdent à leur mission sous le contrôle du juge d'instruction ou du magistrat que doit désigner la juridiction ordonnant l'expertise.",Procédures Pénales
155,85-25,,151,,1985-02-27,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE IX : DES EXPERTISES,,,"(Loi n°85-25 du 27 février 1985)
Lorsqu'elle n'appartient pas à l'Ordre des Experts et Evaluateurs agréés, la personne commise prête serment devant le juge d'instruction ou la juridiction de jugement, d'accomplir sa mission, de faire son rapport et de donner son avis en son honneur et conscience ; la formalité est constatée par procès-verbal signé par le magistrat compétent, l'expert et le greffier.
En cas d'empêchement, ce serment peut être perçu par écrit et la lettre de serment est annexée au dossier de la procédure.",Procédures Pénales
156,,,152,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE IX : DES EXPERTISES,,,La mission de l'expert ne peut avoir pour objet que l'examen de questions d'ordre technique. Elle est précisée dans la décision qui l'ordonne.,Procédures Pénales
157,85-25,,153,,1985-02-27,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE IX : DES EXPERTISES,,,"(Loi n°85-25 du 27 février 1985)
En matière criminelle, chacune des parties ne peut faire le choix que d'un expert même s'il y a plusieurs inculpés, accusés ou parties civiles.
Le ministère public, lorsque la demande émane de lui ou de l'une des parties, peut, dans ses réquisitions aux fins d'expertise, faire choix d'un expert dans les mêmes conditions.
Soit en cas d'urgence, soit lorsqu'il ordonne d'office une expertise ou lorsque le ministère public n'a pas fait choix d'un expert, le juge d'instruction doit immédiatement notifier son choix tant aux parties qu'au ministère public en précisant les noms et qualités des experts ainsi que le libellé de la mission donnée.
Dans le cas prévu à l'alinéa précédent, la décision du juge d'instruction n'est pas susceptible d'appel. Toutefois, dans les trois jours de sa notification, le ministère public et les parties pourront présenter en la forme gracieuse leurs observations.
Celles-ci pourront porter soit sur le choix, soit sur la mission des experts désignés.",Procédures Pénales
158,,,154,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE IX : DES EXPERTISES,,,"En matière correctionnelle ou de simple police, la juridiction d'instruction ou de jugement choisit seule un ou plusieurs experts sans que cette décision soit susceptible d'appel nonobstant le droit pour le ministère public et les parties de présenter en la forme gracieuse toutes les observations qu'elles estimeraient utiles soit sur le choix, soit sur la mission de l'expert désigné et ce, dans le délai de trois jours à compter de la notification qui doit leur être faite de la décision ordonnant l'expertise.
Lorsque la décision intervient par jugement, elle est réputée notifiée aux parties présentes lors du prononcé.",Procédures Pénales
159,85-25,,155,,1985-02-27,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE IX : DES EXPERTISES,,,"(Loi n°85-25 du 27 février 1985)
L'expert qui ne dépose pas son rapport dans le délai imparti par le juge est, après une première prorogation, remplacé d'office.
L'expert doit, dans un délai fixé par le juge, restituer les objets, pièces et documents qui lui ont été confiés en vue de l'accomplissement de sa mission.
Il n'a pas droit aux honoraires, quelles que soient ses diligences accomplies.
En cas de récidive, l'expert, sur réquisition du Procureur général peut être interdit par la Cour d'Appel, provisoirement ou définitivement, pour l'exercice des expertises judiciaires.",Procédures Pénales
160,85-25,,155,bis,1985-02-27,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE IX : DES EXPERTISES,,,"(Loi n°85-25 du 27 février 1985)
Si l'expertise est demandée par l'inculpé, le prévenu ou la partie civile, l'expert peut avant l'accomplissement de toute mission, demander le versement d'une provision à valoir sur ses frais et honoraires.
Le montant de la provision est fixé par ordonnance du juge. S'il s'agit du ministère public, aucune provision ne peut être réclamée.
Il en est de même lorsqu'il s'agit de la demande d'un prévenu ayant bénéficié de l'assistance judiciaire.",Procédures Pénales
161,,,156,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE IX : DES EXPERTISES,,,"Si les experts demandent à être éclairés sur une question échappant à leur spécialité, le juge peut les autoriser à s'adjoindre des personnes nommément désignées, spécialement qualifiées par leur compétence.
Les personnes ainsi désignées prêtent serment dans les conditions prévues aux alinéas 3 et 4 de l'article «151».
Leur rapport sera annexé intégralement au rapport mentionné à l'article «160».",Procédures Pénales
162,,,157,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE IX : DES EXPERTISES,,,"Conformément à l'article « 88 », alinéa 3, le juge d'instruction ou le magistrat désigné par la juridiction de jugement représenté à l'inculpé, au prévenu ou à l'accusé, avant de les faire parvenir aux experts, les scellés qui n'auraient pas été ouverts et inventoriés. Il énumère ces scellés dans le procès-verbal spécialement dressé à l'effet de constater cette remise.
Les experts doivent faire mention dans leur rapport de toute ouverture ou réouverture des scellés dont ils dressent inventaire.",Procédures Pénales
163,,,158,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE IX : DES EXPERTISES,,,"Les experts peuvent recevoir, à titre de renseignements et pour l'accomplissement strict de leur mission, les déclarations de personnes autres que l'inculpé.
S'ils estiment qu'il y a lieu d'interroger l'inculpé, le prévenu ou l'accusé, et, sauf délégation motivée délivrée à titre exceptionnel par la juridiction compétente, il est procédé à cet interrogatoire en leur présence par le juge d'instruction ou le magistrat désigné par la juridiction de jugement en observant dans tous les cas les formes et conditions prévues par les articles « 105» et «107».
L'inculpé, le détenu ou l'accusé peut cependant renoncer au bénéfice de cette disposition, par déclaration expresse devant le juge d'instruction ou le magistrat désigné par la juridiction de jugement, et fournir aux experts, en présence de son conseil, les explications que ceux-ci estiment nécessaires à l'exécution de leur mission. L'inculpé, le prévenu ou l'accusé peut également par déclaration écrite, remise par lui aux experts et annexée par ceux-ci à leur rapport, renoncer à l'assistance de son conseil pour une ou plusieurs auditions.
Toutefois, les médecins experts chargés d'examiner l'inculpé, le prévenu ou l'accusé, peuvent lui poser les questions nécessaires à l'accomplissement de leur mission, hors la présence du juge et des conseils.",Procédures Pénales
164,,,159,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE IX : DES EXPERTISES,,,"Au cours de l'expertise, les parties peuvent demander à la juridiction qui l'a ordonnée qu'il soit prescrit aux experts d'effectuer certaines recherches ou d'entendre toute personne nommément désignée qui serait susceptible de leur fournir des renseignements d'ordre technique.",Procédures Pénales
165,,,160,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE IX : DES EXPERTISES,,,"Lorsque les opérations d'expertise sont terminées, l'expert rédige un rapport qui doit contenir la description desdites opérations ainsi que ses conclusions.
L'expert doit attester avoir personnellement accompli les opérations qui lui ont été confiées et signe son rapport.
En cas de désignation de plusieurs experts, s'ils sont d'avis différents ou s'ils ont des réserves à formuler sur les conclusions communes, chacun d'eux indique son opinion ou ses réserves en les motivant.
Le rapport et les scellés, ou leurs résidus, sont déposés entre les mains du greffier de la juridiction qui a ordonné l’expertise ; ce dépôt est constaté par procès-verbal.",Procédures Pénales
166,,,161,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE IX : DES EXPERTISES,,,"Le juge d'instruction ou le magistrat désigné par la juridiction de jugement doit convoquer les parties et leur donner connaissance ainsi qu'au ministère public des conclusions de l'expert dans les formes prévues aux articles «105» et «107»; il reçoit leur déclaration et leur fixe le délai dans lequel elles auront la faculté de présenter des observations ou de formuler des demandes, notamment aux fins de complément d'expertise ou de contre-expertise.
En cas de rejet de ces demandes, la juridiction saisie doit rendre une décision motivée.
L'ordonnance rendue dans ce cas par le juge d'instruction est susceptible d'appel dans les formes et délais prévus aux articles «179» et «180».",Procédures Pénales
167,,,162,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE IX : DES EXPERTISES,,,"Les experts exposent à l'audience, s'il y a lieu, le résultat des opérations techniques auxquelles ils ont procédé, après avoir prêté serment de rendre compte de leurs recherches et constatations en leur honneur et conscience. Au cours de leur audition, ils peuvent consulter leur rapport et ses annexes.
Le président peut, soit d'office, soit à la demande du ministère public, des parties ou de leurs conseils, leur poser toutes questions entrant dans le cadre de la mission qui leur a été confiée.
Après leur exposé, les experts assistent aux débats à moins que le président ne les autorise à se retirer.",Procédures Pénales
168,,,163,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE IX : DES EXPERTISES,,,"Si à l'audience d'une juridiction de jugement, une personne entendue comme témoin où à titre de renseignement contredit les conclusions d'une expertise ou apporte, au point de vue technique, des indications nouvelles, le président demande aux experts, au ministère public, à la défense et, s'il y a lieu, à la partie civile, de présenter leurs observations.
Cette juridiction par décision motivée déclare, soit qu'il sera passé outre aux débats, soit que l'affaire sera renvoyée à une date ultérieure.
Dans ce dernier cas, cette juridiction peut prescrire quant à l'expertise toute mesure qu'elle jugera utile.",Procédures Pénales
169,,,164,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE X : DES NULLITES DE L'INFORMATION,,,"Les dispositions prescrites aux articles «101» et «105» doivent être observées à peine de nullité tant de l'acte lui-même que de la procédure ultérieure.
La partie envers laquelle les dispositions de ces articles ont été méconnues peut renoncer à s'en prévaloir et régulariser ainsi la procédure. Cette renonciation doit être expresse.",Procédures Pénales
170,,,165,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE X : DES NULLITES DE L'INFORMATION,,,"S'il apparaît au juge d'instruction qu'un acte de l'information est frappé de nullité, il saisit la chambre d'accusation en vue de l'annulation de cet acte, après avoir pris l'avis du Procureur de la République et en avoir avisé l'inculpé et la partie civile.
Si c'est le Procureur de la République qui estime qu'une nullité a été commise, il requiert du juge d'instruction communication de la procédure en vue de sa transmission à la chambre d'accusation et présente requête aux fins d'annulation à cette chambre.
Si c'est l'inculpé ou la partie civile qui estime qu'une nullité a été commise, il saisit par une requête motivée la chambre d'accusation qui réclame immédiatement le dossier de la procédure au juge d'instruction.
La chambre d'accusation doit statuer dans les cinq jours de la réception du dossier. Dans tous ces cas, elle procède comme il est dit à l'article «199».",Procédures Pénales
171,,,166,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE X : DES NULLITES DE L'INFORMATION,,,"Il y a également nullité en cas de violation des dispositions substantielles du présent titre, autres que celles visées à l'article «164» et notamment en cas de violation des droits de la défense.
La chambre d'accusation décide si l'annulation doit être limitée à l'acte vicie ou s'étendre à tout ou partie de la procédure ultérieure.
Les parties peuvent renoncer à se prévaloir de ces nullités lorsqu'elles ne sont édictées que dans leur seul intérêt. Cette renonciation doit être expresse.
La chambre d'accusation est saisie et statue ainsi qu'il est dit à l'article précédent.",Procédures Pénales
172,,,167,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE X : DES NULLITES DE L'INFORMATION,,,"Les actes annulés sont retirés du dossier d'information et classés au greffe de la Cour d'Appel.
Il est interdit d'y puiser aucun renseignement à peine de forfaiture pour les magistrats et de poursuites devant leurs conseils de discipline pour les défenseurs.",Procédures Pénales
173,2008-50,,168,,2008-09-23,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE X : DES NULLITES DE L'INFORMATION,,,"(Loi n°2008-50 du 23 septembre 2008)
La juridiction d'assises, la juridiction correctionnelle ou de simple police peut, le ministère et les parties entendues, prononcer l'annulation des actes qu'elle estime atteints de nullité et décider si l'annulation doit s'étendre à tout ou partie de la procédure ultérieure.
Lorsqu'elle annule certains actes seulement, elle doit les écarter expressément des débats. Au cas où la nullité de l'acte entraîne la nullité de toute la procédure ultérieure, elle ordonne un supplément d'informations si la nullité est réparable ou, s'il y échet, elle renvoie le ministère public à se pourvoir.
Les parties peuvent renoncer à se prévaloir de ces nullités lorsqu'elles ne sont édictées que dans leur seul intérêt. Cette renonciation doit être expresse.",Procédures Pénales
174,85-25,,169,,1985-02-27,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE XI : DES ORDONNANCES DE REGLEMENT,,,"(Loi n°85-25 du 27 février 1985)
Aussitôt que l'information lui apparaît terminée, le juge d'instruction communique le dossier aux conseils de l'inculpé et de la partie civile. Cette communication se fait par l'intermédiaire du greffier du siège de l'instruction ou s'il y a lieu, de la résidence des conseils. Le dossier de l'affaire à la disposition des conseils durant trois jours après l'avis qui leur a été donné.
Après l'accomplissement de la formalité prévue à l'alinéa précédent, le juge d'instruction communique le dossier de la procédure au Procureur de la République ou à son délégué qui doit impérativement adresser ses réquisitions au juge d'instruction dans les quinze jours à compter de la date de l'ordonnance de soit communiqué.
Cependant, en matière correctionnelle lorsque l'instruction a été diligentée par le président du tribunal départemental pour les affaires relevant de sa compétence et en l'absence d'un délégué du Procureur de la République, ce magistrat règle la procédure sans être tenu de provoquer les réquisitions du Procureur de la République compétent. Les affaires qui excèdent la compétence du tribunal départemental lorsqu'elles sont instruites par le président ou le juge d'instruction de cette juridiction sont réglées conformément aux dispositions de l'article «44» en ce qui concerne la clôture de l'information. Toutefois, le Procureur de la République du tribunal régional peut, en tout état de l'information demander la communication du dossier et requérir telles, mesures qu'il juge utiles.",Procédures Pénales
175,,,170,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE XI : DES ORDONNANCES DE REGLEMENT,,,"Lorsqu'en cas d'absence ou d'empêchement des autres magistrats, le président du tribunal a diligenté l'instruction, il est procédé comme suit pour le règlement définitif de la procédure: en matière criminelle, le président rend l'ordonnance de clôture sur les réquisitions du Ministère public ; en matière correctionnelle, il transmet les pièces au Procureur de la République qui statue sur la procédure.",Procédures Pénales
176,,,171,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE XI : DES ORDONNANCES DE REGLEMENT,,,"Le juge d'instruction examine s'il existe contre l'inculpé des charges constitutives d'infraction à la loi pénale.
S'il estime que les faits ne constituent ni crime, ni délit, ni contravention, ou qu'il n'existe pas de charges suffisantes contre l'inculpé, ou si l'auteur est resté inconnu, il déclare, par ordonnance, qu'il n'y a lieu à suivre.
Les inculpés préventivement détenus sont mis en liberté. Le juge d'instruction statue en même temps sur la restitution des objets saisis.
Il liquide les dépens et condamne éventuellement aux frais la partie civile, s'il en existe en la cause. Toutefois, la partie civile de bonne foi peut être déchargée de la totalité ou d'une partie des frais par décision spéciale et motivée.",Procédures Pénales
177,,,172,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE XI : DES ORDONNANCES DE REGLEMENT,,,"Si le juge estime que les faits constituent une contravention, il prononce le renvoi de l'affaire devant le tribunal de simple police et ordonne la mise en liberté du prévenu.",Procédures Pénales
178,85-25,,173,,1985-02-27,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE XI : DES ORDONNANCES DE REGLEMENT,,,"(Loi n°85-25 du 27 février 1985)
Si le juge estime que les faits constituent un délit, il prononce le renvoi de l'affaire devant le tribunal régional ou devant le tribunal départemental statuant en matière correctionnelle, pour les délits de sa compétence. Le greffier doit, dans le délai d'un mois, transmettre le dossier au parquet de cette juridiction.
Si l'emprisonnement est encouru, et sous réserve des dispositions de l'article «127», le prévenu arrêté demeure en état de détention.",Procédures Pénales
179,85-25,,174,,1985-02-27,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE XI : DES ORDONNANCES DE REGLEMENT,,,"(Loi n°85-25 du 27 février 1985)
Dans les cas de renvoi, soit devant le tribunal de simple police, soit devant le tribunal correctionnel, le juge d'instruction transmet le dossier avec son ordonnance au Procureur de la République.
Celui-ci est tenu de l'envoyer sans retard au greffe du tribunal qui doit statuer.
Dans les cas de renvoi devant le tribunal régional, le Procureur de la République doit, dans un délai maximum de deux-mois, avertir ou faire citer les parties pour l'une des plus prochaines audiences en observant les délais prévus au présent Code et avise également son conseil de la date de l'audience, faute de quoi le tribunal doit renvoyer l'affaire jusqu'à l'accomplissement de ces formalités.",Procédures Pénales
180,2008-50,,175,,2008-09-23,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE XI : DES ORDONNANCES DE REGLEMENT,,,"(Loi n°2008-50 du 23 septembre 2008)
Si le juge d'instruction estime que les faits constituent une infraction qualifiée crime par la loi, il rend une ordonnance de mise en accusation devant la Cour d'Assises.
Il peut également saisir cette juridiction des infractions connexes.
La décision de renvoi devant la Cour d'Assises doit être précédée d'une ordonnance de prise de corps contre l'accusé.
L'ordonnance de mise en accusation contient à peine de nullité, l'exposé et la qualification légale des faits objet de l'accusation, et précise l'identité de l'accusé.
A la fin de l'information, le juge d'instruction transmet le dossier avec son ordonnance au procureur de la République qui est tenu de l'envoyer sans retard au Procureur général.
Le Procureur général procède à l'enrôlement de la procédure devant la Cour d'Assises.
Les pièces à conviction dont il est dressé état, sont transmises en même temps que le dossier de la procédure.",Procédures Pénales
181,,,176,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE XI : DES ORDONNANCES DE REGLEMENT,,,Des ordonnances comportant non-lieu partiel peuvent intervenir en cours d'information.,Procédures Pénales
182,85-25,,177,,1985-02-27,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE XI : DES ORDONNANCES DE REGLEMENT,,,"(Loi n°85-25 du 27 février 1985)
Il est donné avis dans les vingt-quatre heures, par lettre recommandée, ou par avis comportant l'une et l'autre un accusé de réception, aux conseils de l'inculpé et de la partie civile, de toutes ordonnances juridictionnelles.
Dans les mêmes formes et délais, les ordonnances de règlement sont portées à la connaissance de l'inculpé et les ordonnances de renvoi ou de transmission des pièces au Procureur Général, à celle de la partie civile.
Si l'inculpé est détenu, la communication lui est faite par l'intermédiaire du directeur de l'établissement pénitentiaire.
Les ordonnances dont l'inculpé ou la partie civile peut, aux termes de l'article «180», interjeter appel leur sont signifiées à la requête du Procureur de la République dans les vingt-quatre heures.
Avis de toute ordonnance non conforme à ses réquisitions est donné au Procureur de la République, le jour même où elle est rendue, par le greffier, sous peine d'une amende civile de
1.000 francs prononcée par le Président de la chambre d'accusation.
Avis de toutes les ordonnances de clôture de l'information est adressé à la maison d'arrêt où l'inculpé est détenu.",Procédures Pénales
183,,,178,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE III : DE L'INSTRUCTION,CHAPITRE XI : DES ORDONNANCES DE REGLEMENT,,,"Les ordonnances rendues par le juge d'instruction en vertu de la présente section contiennent les prénoms, nom, date, lieu de naissance, domicile et profession de l'inculpé. Elles indiquent la qualification légale du fait imputé à celui-ci et, de façon précise, les motifs pour lesquels il existe ou non contre lui des charges suffisantes.",Procédures Pénales
