id_Article,numero_loi,numero_decret,numero_article,multiplicatif,date_signature,division_partie,division_livre,division_titre,division_chapitre,division_section,division_paragraphe,contenu,code
72,96-06,,72,,1996-03-22,,,TITRE II : DE LA REGION,Chapitre V : Ententes interrégionales et groupements mixtes,Section 1 : Ententes interrégionales,,"Les questions d'intérêt commun sont débattues dans des conférences où chaque conseil régional est représenté par une commission spéciale élue à cet effet et composée de trois membres élus au scrutin secret.
Les commissions spéciales forment la commission administrative chargée de la direction de l'entente.
Le représentant de l'Etat auprès de chaque région intéressée peut assister aux conférences visées au premier alinéa du présent article ou s'y faire représenter.
Les décisions qui y sont prises ne sont exécutoires qu'après avoir été ratifiées par tous les conseils régionaux intéressés et sous réserve des dispositions du Titre VI du présent code.",Collectivités Locales
73,96-06,,73,,1996-03-22,,,TITRE II : DE LA REGION,Chapitre V : Ententes interrégionales et groupements mixtes,Section 1 : Ententes interrégionales,,"Si des questions autres que celles prévues à l'article 72 du présent code sont en discussion, le représentant de l'Etat dans la région où la conférence a lieu déclare la réunion dissoute.",Collectivités Locales
74,96-06,,74,,1996-03-22,,,TITRE II : DE LA REGION,Chapitre V : Ententes interrégionales et groupements mixtes,Section 2. - Groupements mixtes,,"Des groupements mixtes peuvent être constitués par accord entre des régions et l'Etat, ou avec des établissements publics à caractère administratif, ou avec des communes ou des communautés rurales, en vue d'une œuvre ou d'un service présentant une utilité pour chacune des parties.",Collectivités Locales
75,96-06,,75,,1996-03-22,,,TITRE II : DE LA REGION,Chapitre V : Ententes interrégionales et groupements mixtes,Section 2. - Groupements mixtes,,"Le groupement mixte est une personne morale de droit public. Il est autorisé et supprimé par la loi.
Un décret approuve les modalités de fonctionnement du groupement. Il détermine les conditions d'exercice du contrôle administratif, financier ou technique.
Les lois et règlements relatifs aux établissements publics sont applicables aux groupements mixtes, sous réserve des dispositions du décret prévu à l'alinéa précédent.",Collectivités Locales
76,96-06,,76,,1996-03-22,,,TITRE II : DE LA REGION,Chapitre V : Ententes interrégionales et groupements mixtes,Section 2. - Groupements mixtes,,"Le groupement mixte peut réaliser son objet notamment par voie d'exploitation directe ou par simple participation financière dans des sociétés ou organismes à participation publique majoritaire ou organismes dans les mêmes conditions que les collectivités locales.
Les modalités de cette participation sont fixées par les actes constitutifs.",Collectivités Locales
77,96-06,,77,,1996-03-22,,,TITRE III : DE LA COMMUNE,,,,"La commune est une collectivité locale, personne morale de droit public. Elle regroupe les habitants du périmètre d'une même localité unis par une solidarité résultant du voisinage, désireux de traiter de leurs propres intérêts et capables de trouver les ressources nécessaires à une action qui leur soit particulière au sein de la communauté nationale et dans le sens des intérêts de la nation.
Le conseil municipal par ses délibérations, le maire par ses décisions, par l'instruction des affaires et l'exécution des délibérations, concourent à l'administration de la commune.
Les grandes communes peuvent être divisées par décret en communes d'arrondissement. Elles prennent alors la dénomination de "" Ville "".
La commune d'arrondissement est dotée de la personnalité morale et de l'autonomie financière.
Les compétences de la commune d'arrondissement, ses ressources financières et ses rapports avec la ville sont déterminés par la loi.
Ce décret détermine le nom de la commune, en situe le chef-lieu et en fixe le périmètre.",Collectivités Locales
78,96-06,,79,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre premier : Dénomination et limites des communes. Article 78. - La commune est créée par décret.,,,"Ne peuvent être constituées en communes que les localités ayant un développement suffisant pour pouvoir disposer des ressources propres nécessaires à l'équilibre de leur budget.
Aucune commune ne peut être instituée qui ne comprenne une population groupée d'au moins mille habitants.",Collectivités Locales
79,96-06,,80,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre premier : Dénomination et limites des communes. Article 78. - La commune est créée par décret.,,,"Lorsque, pendant quatre années financières consécutives, le fonctionnement normal d'une commune est rendu impossible par le déséquilibre de ses finances, sa suppression peut être prononcée par décret après avis du Conseil d'Etat.
Le décret qui prononce la suppression de la commune peut décider de son rattachement à une ou à d'autres communes ou communautés rurales.",Collectivités Locales
80,96-06,,81,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre premier : Dénomination et limites des communes. Article 78. - La commune est créée par décret.,,,"Le changement de nom, les modifications du ressort territorial des communes, les fusions de deux ou plusieurs communes, la désignation de nouveaux chefs-lieux sont prononcés par décret, sur la demande ou après avis du conseil municipal.",Collectivités Locales
81,96-06,,82,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre premier : Dénomination et limites des communes. Article 78. - La commune est créée par décret.,,,"Pour transférer le chef-lieu d'une commune, en modifier les limites territoriales, fusionner plusieurs communes en une seule, ou distraire d'une commune une portion de son territoire, soit pour la réunir à une autre, soit pour l'ériger en commune séparée, le représentant de l'Etat prescrit une enquête.
Le représentant de l'Etat doit ordonner cette enquête lorsqu'il est saisi d'une demande à cet effet, soit par le conseil municipal de l'une des communes intéressées, soit par le tiers des électeurs inscrits de la commune ou de la portion de territoire en question. Il peut aussi l'ordonner d'office.",Collectivités Locales
82,96-06,,83,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre premier : Dénomination et limites des communes. Article 78. - La commune est créée par décret.,,,"Si le projet concerne le détachement d'une portion du territoire d'une commune, soit pour la rattacher à une autre commune, soit pour l'ériger en commune séparée, le représentant de l'Etat peut, par arrêté, créer une commission qui donne son avis sur le projet.
Lorsqu'il s'agit de rattacher une portion des zones de terroir ou des zones pionnières à une commune, l'avis du conseil rural intéressé et du conseil régional est requis.",Collectivités Locales
83,96-06,,84,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre premier : Dénomination et limites des communes. Article 78. - La commune est créée par décret.,,,"Après accomplissement des diverses formalités prévues aux articles 82 et 83 ci-dessus, les conseils municipaux et les conseils ruraux intéressés donnent obligatoirement leurs avis.",Collectivités Locales
84,96-06,,85,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre premier : Dénomination et limites des communes. Article 78. - La commune est créée par décret.,,,"Les biens appartenant à une commune rattachée à une autre ou à une portion communale érigée en commune séparée, deviennent la propriété de la commune à laquelle est faite la réunion, ou de la nouvelle commune.
Les habitants de la commune ou de la portion territoriale d'une commune rattachée à une autre, conservent la jouissance des biens dont les fruits sont perçus en nature.
Les décrets qui prononcent des rattachements ou des distractions de communes, en déterminent expressément toutes les autres conditions y compris la dévolution des biens.",Collectivités Locales
85,96-06,,86,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre premier : Dénomination et limites des communes. Article 78. - La commune est créée par décret.,,,"Le décret visé à l'article 81 du présent code est pris après avis d'une commission dont la composition est fixée par arrêté du représentant de l'Etat, sur la répartition entre l'Etat et la collectivité de rattachement de l'ensemble des droits  et obligations de la commune supprimée et de la collectivité de rattachement.
Ledit décret détermine notamment les conditions d'attribution soit à la commune ou aux communes de rattachement, soit à l'Etat :-des terrains ou édifices faisant partie du domaine public;-de son domaine privé;-des libéralités avec charges faites en faveur de la commune supprimée.
L'excédent d'actif est attribué à l'Etat après que la ou les communes de rattachement ont reçu les ressources nécessaires pour faire face aux dépenses supplémentaires qui résultent du rattachement.",Collectivités Locales
86,96-06,,87,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre premier : Dénomination et limites des communes. Article 78. - La commune est créée par décret.,,,"Dans les cas de fusion de communes réalisée par application de l'article 80 alinéa 2 du présent code, sont seuls dissous de plein droit les conseils municipaux des communes supprimées. Les conseils municipaux des communes de rattachement demeurent en fonction.",Collectivités Locales
87,96-06,,88,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre II : Compétences de la commune,,,"Le conseil municipal règle par ses délibérations les affaires de la commune.
Il doit assurer à l'ensemble de la population, sans discrimination, les meilleures conditions de vie. Il intervient plus particulièrement dans le domaine de la planification et de la programmation du développement local et de l'harmonisation de cette programmation avec les orientations régionales et nationales.
Le conseil municipal donne son avis toutes les fois que celui-ci est requis par les lois et règlements ou à la demande du représentant de l'Etat.
Il peut émettre des vœux, par écrit, sur toutes les questions ayant un intérêt local, notamment sur celle concernant le développement économique et social de la commune.
Il est tenu informé de l'état d'avancement des travaux et des actions financées par la commune ou réalisées avec sa participation.",Collectivités Locales
88,96-06,,89,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre II : Compétences de la commune,,,"Le conseil municipal désigne ceux de ses membres appelés à siéger dans les conseils, commissions et organismes dans lesquels la représentation de la commune est prévue par les lois et règlements en vigueur.",Collectivités Locales
89,96-06,,90,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre II : Compétences de la commune,,,Les délibérations du conseil municipal sont exécutoires dans le cadre fixé par les dispositions du Titre VI du présent code.,Collectivités Locales
90,96-06,,91,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre II : Compétences de la commune,,,"Aucune création de services ou d'emplois nouveaux ne peut être opérée sans l'ouverture préalable d'un crédit au chapitre correspondant du budget.
Nulle décision tendant, en cours d'année financière, à des créations ou transformations d'emplois dans les services existants ne peut être prise que si les suppressions ou transformations d'emplois permettent d'annuler des crédits pour un montant équivalent à ceux nécessaires aux créations envisagées.",Collectivités Locales
91,96-06,,92,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre II : Compétences de la commune,,,"Outre ses compétences générales, le conseil municipal prend des décisions dans tous les domaines de compétences transférées aux communes par la loi.",Collectivités Locales
92,96-06,,93,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre II : Compétences de la commune,,,"Le conseil municipal délibère sur les budgets et comptes administratifs qui sont annuellement présentés par le maire conformément au Titre VI du présent code.
Il entend le rapport du maire, en débat et examine les comptes de gestion du receveur sauf règlement définitif réservé au juge des comptes.
Il délibère sur les comptes de gestion-matière établis par le maire au plus tard à la fin du quatrième mois de l'année financière suivant celle à laquelle ils se rapportent.",Collectivités Locales
93,96-06,,94,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre II : Compétences de la commune,,,"Lorsque le conseil municipal délibère en dehors de ses réunions légales ou sur un objet étranger à ses compétences, le représentant de l'Etat prononce par arrêté motivé, la nullité des actes, prend toutes les mesures nécessaires pour que l'assemblée se sépare immédiatement.
Il est interdit à tout conseil de délibérer sur un objet étranger à ses compétences, de publier des proclamations et adresses, d'émettre des vœux politiques menaçant l'intégrité territoriale et l'unité nationale ou de se mettre en communication avec un ou plusieurs conseils municipaux hors les cas prévus par la loi.
Dans les cas prévus à l'alinéa 2 ci-dessus, le représentant de l'Etat prend un arrêté motivé qu'il transmet au Procureur de la République du ressort pour l'exécution des lois et l'application s'il y a lieu de l'article 226 du Code pénal.
En cas de condamnation, les membres de la réunion sont déclarés, par le jugement, exclus du conseil municipal et inéligibles pendant les trois années qui suivent la condamnation.",Collectivités Locales
94,96-06,,95,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre II : Compétences de la commune,,,La nullité des actes et des délibérations pris en violation du précédent article est prononcée dans les formes indiquées au titre VI du présent code.,Collectivités Locales
95,96-06,,96,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre II : Compétences de la commune,,,Sont nulles de plein droit les délibérations prises en violation d'une loi ou de la réglementation en vigueur.,Collectivités Locales
96,96-06,,97,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre II : Compétences de la commune,,,"Sont annulables les délibérations auxquelles ont pris part des membres du conseil intéressés, soit en leur-nom personnel, soit comme mandataires, à l'affaire qui en fait l'objet.",Collectivités Locales
97,96-06,,98,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 1 : Formation des organes de la commune.,,"Le conseil municipal composé de conseillères et de conseillers municipaux élus pour cinq ans au suffrage universel direct, conformément au Code électoral, est l'organe délibérant de la commune.
Il élit en son sein le maire et un ou plusieurs adjoints. Son bureau est composé du maire et des adjoints élus.
Après le maire et les adjoints dans l'ordre de leur élection, les conseillers municipaux prennent rang dans l'ordre du tableau.
L'ordre du tableau est déterminé :-par la date la plus ancienne des élections intervenues depuis le dernier renouvellement intégral du conseil municipal ;-entre conseillers élus le même jour, par la priorité d'âge.",Collectivités Locales
98,96-06,,99,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 1 : Formation des organes de la commune.,,"Le maire est l'organe exécutif de la commune. Il est assisté par les adjoints dans l'ordre de leur élection.
Le maire et les adjoints doivent résider dans la commune ou en être obligatoirement contribuables.
Le nombre des adjoints est le suivant :
communes de 1 000 à 2500 habitants: 1;
communes de 2501 à 10.000 habitants: 2;
communes d'une population supérieure à 10.000 habitants, 1 adjoint de plus par tranche supplémentaire de 20.000 habitants sans que le nombre des adjoints puisse dépasser 18.",Collectivités Locales
99,96-06,,100,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 1 : Formation des organes de la commune.,,"Lorsqu'un obstacle quelconque ou l’éloignement rend difficiles, dangereuses ou momentanément impossibles les communications entre le chef-lieu et une fraction de la commune, un poste d'adjoint spécial peut être institué par délibération motivée du conseil municipal.
Cet adjoint spécial est élu parmi les conseillers résidant dans cette fraction de la commune et, à défaut ou s'il est empêché, parmi les habitants de cette fraction de commune. Il remplit les fonctions d'officier de l'état-civil et il peut être chargé de l'exécution des lois et règlements de police dans cette fraction de la commune. Il n'a pas d'autres attributions.",Collectivités Locales
100,96-06,,101,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 1 : Formation des organes de la commune.,,"Le conseil municipal élit le maire et les adjoints parmi ses membres, sachant lire et écrire. Il est convoqué par le représentant de l'Etat dans les quinze jours qui suivent la date de la proclamation des résultats.
L'élection du maire et de ses adjoints a lieu au scrutin secret et à la majorité absolue.
Si, après deux tours de scrutin, aucun candidat n'a obtenu la majorité absolue, il est procédé à un troisième tour de scrutin et l'élection a alors lieu à la majorité relative. En cas d'égalité de suffrages, le plus âgé est déclaré élu.",Collectivités Locales
101,96-06,,102,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 1 : Formation des organes de la commune.,,"La séance au cours de laquelle il est procédé à l'élection du maire est présidée par le plus âgé des membres du conseil municipal, le secrétariat étant assuré par le plus jeune.
Pour toute élection du maire ou des adjoints, les membres du conseil municipal sont convoqués à la diligence du représentant de l'Etat. La convocation contient la mention spéciale de l'élection à laquelle il doit être procédé.",Collectivités Locales
102,96-06,,103,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 1 : Formation des organes de la commune.,,"Les élections sont rendues publiques, au plus tard vingt-quatre heures après la proclamation des résultats, par voie d'affiche à la porte de la mairie. Elles sont, dans le même délai, notifiées au représentant de l'Etat.",Collectivités Locales
103,96-06,,104,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 1 : Formation des organes de la commune.,,"Le maire et les adjoints sont élus pour la même durée que le conseil municipal.
Lors des cérémonies officielles et dans les circonstances solennelles de l'exercice de leurs fonctions, le maire et les adjoints portent, en ceinture, une écharpe aux couleurs nationales, avec glands à franges dorées pour le maire et glands à franges argentées pour les adjoints.",Collectivités Locales
104,96-06,,105,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 1 : Formation des organes de la commune.,,"L'élection du maire et des adjoints peut être arguée de nullité dans les conditions et formes prescrites au code électoral pour les réclamations contre les élections du conseil municipal. La requête doit être formulée dans un délai de cinq jours qui commence à courir vingt-quatre heures après l'élection.
Lorsque l'élection est annulée ou que, pour toute autre cause, le maire ou les adjoints ont cessé leurs fonctions, le conseil est convoqué pour procéder au remplacement dans le délai d'un mois.",Collectivités Locales
105,2002-14,,106,,2002-04-15,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 1 : Formation des organes de la commune.,,"(modifié par la loi n°2002-14 du 15 avril 2002)
Ne peuvent être maires ou adjoints, ni en exercer même temporairement les fonctions :
les agents et employés des administrations financières de la commune où ils exercent;
les ambassadeurs;
les présidents de conseil régional ou présidents de conseil rural.",Collectivités Locales
106,96-06,,107,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 1 : Formation des organes de la commune.,,"Les fonctions de maire, de membres du bureau, de conseiller municipal, de président et de membre de délégation spéciale, donnent lieu au paiement d'indemnités ou remboursement des frais que nécessite l'exécution des mandats qui leur sont confiés.",Collectivités Locales
107,96-06,,108,ter,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 1 : Formation des organes de la commune.,,président de la délégation spéciale.,Collectivités Locales
108,96-06,,109,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 1 : Formation des organes de la commune.,,Un décret fixe les modalités d'attribution ainsi que les taux maxima des indemnités et frais visés aux articles 107 et 108 du présent code.,Collectivités Locales
109,96-06,,110,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 1 : Formation des organes de la commune.,,"La charge de la réparation du préjudice résultant d'un accident survenu dans l'exercice des fonctions des maires, des adjoints, des présidents de délégation spéciale, incombe à la commune.
Les conseillers municipaux et les délégués spéciaux bénéficient de la même protection lorsqu'ils sont chargés de l'exécution d'un mandat spécial.",Collectivités Locales
110,96-06,,111,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 1 : Formation des organes de la commune.,,"Les maires, les adjoints et les présidents de délégation spéciale sont protégés par le Code pénal et les lois spéciales contre les menaces, outrages, violences, injures ou diffamations dont ils peuvent être l'objet dans l'exercice de leurs fonctions.
Les conseillers municipaux et les délégués spéciaux bénéficient de la même protection lorsqu'ils sont chargés de l'exécution d'un mandat spécial.",Collectivités Locales
111,96-06,,112,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 2 : Fonctionnement des organes de la commune,,"Le maire, organe exécutif de la commune, peut, sous sa surveillance et sa responsabilité, déléguer par arrêté une partie de ses fonctions à un ou plusieurs de ses adjoints et, en l'absence ou en cas d'empêchement de ses adjoints, à des membres du conseil municipal.
Ces délégations subsistent tant qu'elles ne sont pas rapportées. Toutefois, elles cessent sans être expressément rapportées lorsque le maire de qui elles émanent est décédé, suspendu, révoqué ou déclaré démissionnaire.
Le maire est responsable de la mise en œuvre dans sa commune de la politique de développement économique et sociale définie par le gouvernement",Collectivités Locales
112,96-06,,113,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 2 : Fonctionnement des organes de la commune,,"Le maire est secondé par ses adjoints qui forment avec lui le bureau municipal.
Le bureau municipal donne son avis toutes les fois que cet avis est requis par les lois et règlements ou qu'il est demandé par le représentant de l'Etat.
Le bureau est notamment chargé :
de l'établissement de l'ordre du jour des séances du conseil;
de l'assistance aux services administratifs et techniques dans la conception et la mise en œuvre des actions de développement et plus particulièrement en ce qui concerne les actions de participation populaire;
de surveiller la rentrée des impôts, taxes et droits municipaux, de prendre ou de proposer les mesures propres à améliorer le recouvrement;
de la détermination du mode d'exécution des travaux communaux, notamment tâcheronnat, investissements humains, entreprises, régies.",Collectivités Locales
113,96-06,,114,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 2 : Fonctionnement des organes de la commune,,"Le secrétaire municipal est nommé par le maire, après avis consultatif du représentant de l'Etat, parmi les agents et fonctionnaires de la hiérarchie A ou B de la fonction publique, ou de niveau équivalent, dans des conditions précisées par décret.
Il assiste aux réunions du bureau, avec voix consultative. Le maire met fin à ses fonctions dans les mêmes formes.",Collectivités Locales
114,96-06,,115,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 2 : Fonctionnement des organes de la commune,,"Dans le cas où les intérêts particuliers du maire se trouvent en opposition avec ceux de la commune, le conseil municipal désigne un autre de ses membres pour représenter la commune, soit en justice, soit dans les contrats.",Collectivités Locales
115,96-06,,116,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 2 : Fonctionnement des organes de la commune,,"Le maire est le représentant de la collectivité locale. A ce titre, il est chargé, sous le contrôle du conseil municipal :-de conserver, d'entretenir et d'administrer les propriétés et les biens de la commune et de faire, en conséquence, tous actes conservatoires de ses droits;-de gérer les revenus, de surveiller les services communaux et la comptabilité communale;-de préparer et de proposer le budget, d'ordonnancer les dépenses et de prescrire l'exécution des recettes;-de diriger les travaux communaux;-de veiller à l'exécution des programmes de développement financés par la commune ou réalisés avec sa participation;-de pourvoir aux mesures relatives à la voirie municipale;-de souscrire les marchés, de passer les baux des biens et les adjudications des travaux communaux selon les règles établies par les lois et règlements;-de passer, selon les mêmes règles, les actes de vente, d'échange, de partage, d'acceptation de dons ou legs, d'acquisition, de transaction, lorsque ces actes ont été autorisés par le conseil municipal;-de représenter la commune en justice;-de prendre, à défaut des propriétaires ou des détenteurs du droit de chasse préalablement mis en demeure, toutes les mesures nécessaires à la destruction d'animaux déclarés nuisibles par les lois et règlements, et éventuellement de requérir les habitants avec armes et chiens propres à la chasse de ces animaux, de surveiller et d'assurer l'exécution des mesures ci-dessus et d'en dresser procès-verbal;-de veiller à la protection de l'environnement, de prendre en conséquence les mesures propres, d'une part, à empêcher ou à supprimer la pollution et les nuisances, d'autre part, à assurer la protection des espaces verts et, enfin, à contribuer à l'embellissement de la commune;-de nommer aux emplois communaux; 13-d'apporter assistance aux lieux de culte;
14-et, d'une manière générale, d'exécuter les décisions du conseil municipal.
Le maire ou son délégué représente l'administration communale dans tous les conseils, commissions et organismes dans lesquels sa représentation est prévue par les lois et règlements en vigueur.",Collectivités Locales
116,96-06,,117,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 2 : Fonctionnement des organes de la commune,,"Dans sa circonscription, le maire est le représentant du pouvoir exécutif auprès de la population. A ce titre, il est chargé sous l'autorité du représentant de l'Etat :-de la publication et de l'exécution des lois, des règlements et des décisions du pouvoir exécutif;-de l'exécution des mesures de sûreté générale;-des fonctions spéciales qui lui sont attribuées par les lois et règlements.",Collectivités Locales
117,96-06,,118,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 2 : Fonctionnement des organes de la commune,,"Le maire est officier de l'état-civil.
Conformément à l'article 112 du présent code, il peut sous sa surveillance et sa responsabilité, déléguer ses attributions à un adjoint ou en cas d'absence  ou d'empêchement des adjoints, à un membre du conseil municipal.
Il peut, dans les mêmes conditions, déléguer à un ou plusieurs agents communaux âgés d'au moins vingt et un ans, les fonctions qu'il exerce en tant qu'officier de l'état-civil pour la réception des déclarations de naissance, de décès, d'enfants sans vie, de reconnaissance d'enfant naturel, d'adoption, pour la transcription et la mention en marge de tous actes ou jugements sur les registres de l'état-civil, de même que pour dresser tous les actes relatifs aux déclarations ci-dessus.
L'arrêté portant délégation est transmis au représentant de l'Etat, au président du tribunal départemental et au procureur de la République près le tribunal-régional dans le ressort duquel se trouve la commune intéressée.
Le ou les agents délégués pour la réception des déclarations, la rédaction, la transcription et la mention en marge des actes de l'état-civil prévus par le présent article, délivrent valablement, sous le contrôle et la responsabilité de l'officier de l'état-civil, toutes copies, extraits et bulletins d'état-civil quelle que soit la nature des actes.
Le Ministre chargé des Collectivités locales peut créer par arrêté et, le cas échéant, sur proposition du maire des centres secondaires de l'état-civil dans les communes. Ces centres sont rattachés au centre principal.
Les fonctions d'officier de l'état-civil y sont exercées par les citoyens désignés par le maire après avis conforme du représentant de l'Etat.
Ampliations des arrêtés de création des centres secondaires et des arrêtés de désignation des officiers d'état-civil sont transmises au président du tribunal départemental et au procureur de la République près le tribunal régional dans le ressort duquel se trouve la commune intéressée.
Les fonctions d'officier de l'état-civil dans les centres principaux sont gratuites. Dans les centres secondaires, elles donnent droit au paiement d'une indemnité dont les modalités d'attribution ainsi que les taux sont fixés par décret.",Collectivités Locales
118,96-06,,119,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 2 : Fonctionnement des organes de la commune,,"Le maire, l'adjoint ou le conseiller expressément délégué est tenu de légaliser toute signature apposée en sa présence par l'un de ses administrés connu de lui, ou accompagné de deux témoins connus, de même qu'à la demande du signataire toute signature conforme à la signature type déposée par l'intéressé sur un registre spécial tenu à la mairie.
L'apposition des empreintes digitales n'est pas susceptible de légalisation. Toutefois, le maire ou son délégué peut certifier qu'elle a lieu en sa présence.
Les signatures manuscrites données par les magistrats municipaux dans l'exercice de leurs fonctions administratives valent dans toutes circonstances, sans être légalisées, si elles sont accompagnées du sceau de l'Etat au timbre de la mairie.",Collectivités Locales
119,96-06,,120,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 2 : Fonctionnement des organes de la commune,,"Le maire ou son adjoint, à défaut le représentant de l'Etat, pourvoit d'urgence à ce que toute personne décédée soit ensevelie et inhumée décemment, sans distinction de culte ni de croyance.",Collectivités Locales
120,96-06,,121,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 2 : Fonctionnement des organes de la commune,,"Le maire prend des arrêtés à l'effet :-d'ordonner les mesures locales sur les objets confiés par les lois à sa vigilance et à son autorité;-de publier à nouveau les lois et les règlements de police et de rappeler les habitants à leur observation.
Le maire est tenu d'assurer le respect des prescriptions de police qu'il édicte.",Collectivités Locales
121,96-06,,122,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 2 : Fonctionnement des organes de la commune,,Les décisions et les arrêtés sont immédiatement adressés au représentant de l'Etat qui en assure le contrôle dans les conditions prévues au Titre VI du présent code.,Collectivités Locales
122,96-06,,123,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 2 : Fonctionnement des organes de la commune,,"Les décisions et les arrêtés du maire ne sont exécutoires qu'après avoir été portés à la connaissance des intéressés, par voie de publication et d'affichage, toutes les fois qu'ils contiennent des dispositions générales et, dans les autres cas, par voie de notification individuelle.
La publication est constatée par une déclaration certifiée par le maire.
La notification est établie par le récépissé de la partie intéressée ou, à défaut, par l'original de la notification conservé dans les archives de la mairie.
Les actes pris par le maire sont enregistrés à leur date dans un registre spécial tenu à la mairie. Il en est fait dépôt à la préfecture.",Collectivités Locales
123,96-06,,124,,1996-03-22,,,TITRE III : DE LA COMMUNE,Chapitre III : Organes de la commune,Section 2 : Fonctionnement des organes de la commune,,"Le maire est chargé, sous le contrôle du représentant de l'Etat, de la police municipale et de l'exécution des actes de l'Etat qui y sont relatifs.
La création d'un service de police municipale est autorisée par décret qui en fixe les attributions, les moyens et les règles de fonctionnement.",Collectivités Locales
