id_Article,numero_loi,numero_decret,numero_article,multiplicatif,date_signature,division_partie,division_livre,division_titre,division_chapitre,division_section,division_paragraphe,contenu,code
81,96-13,,82,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE XI - DISPOSITIONS GENERALES ET PENALES,SECTION III - DU CERTIFICAT DE NON- PAIEMENT,,"Sauf dans le cas prévu à l'article 92 de la présente loi, le banquier qui a payé un chèque en dépit de l'absence, de l'insuffisance ou de l'indisponibilité de la provision est, à l'égard du titulaire du compte, subrogé dans les droits du porteur à concurrence de la somme dont il a fait l'avance.
A défaut de prélèvement d'office sur le compte et sans préjudice de toute autre voie de droit, il peut:
1°-Faire constater l'ab-sence ou l'insuffisance de la provision disponible;
2°-Faire une mise en demeure par huissier de justice au titulaire du compte d'avoir à payer la somme qui lui est due.
S'il n'y a pas paiement dans un délai de 20 jours à compter de la mise en demeure, il est procédé comme il est dit à l'article 81 de la présente loi .",Pénal
82,96-13,,83,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE XI - DISPOSITIONS GENERALES ET PENALES,SECTION IV - SANCTIONS PENALES ET CIVILES,,"Est puni d'un empri-sonnement d'un an à trois ans et d'une amende de 100.000 F à 2.500.000 F ou de l'une de ces deux peines seulement:
1°-Le titulaire de compte ou le mandataire qui, de mauvaise foi, aura émis un chèque sans provision, ou aura, après l'émission d'un chèque, retiré par quelque moyen que ce soit, tout ou partie de la provision;
2°-Le tireur ou mandataire qui, de mauvaise foi, aura émis un chèque domicilié sur un compte clôturé;
3°-Le tireur qui, au mépris de l'injonction qui lui a été adressée en application de l'article 74 de la présente loi, aura émis un ou plusieurs chèques;
4°-Le mandataire qui, de mauvaise foi, aura émis un ou plusieurs chèques dont l'émission était interdite à son mandant en application de l'article 74 de la présente loi
5°-Toute personne qui aura fait défense au tiré de payer en dehors des cas prévus par la présente loi.
6°-Toute personne qui accepte de mauvaise foi un chèque sans provision.
L'amende sus visée pourra   être   portée   à
3.000.000 F si le tireur est commerçant.",Pénal
83,96-13,,84,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE XI - DISPOSITIONS GENERALES ET PENALES,SECTION IV - SANCTIONS PENALES ET CIVILES,,"Est	punie	d'un emprisonnement d'un an à cinq ans et d'une amende de
100.000 F à 5.000.000 F ou de l'une de ces deux peines seulement:
1°-Toute personne qui aura contrefait ou falsifié un chèque;
2°-Toute personne qui, de mauvaise foi, aura fait usage ou tenté de faire usage d'un chèque contrefait ou falsifié;
3°-Toute personne qui, de mauvaise foi, aura accepté de recevoir un chèque contrefait ou falsifié.",Pénal
84,96-13,,85,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE XI - DISPOSITIONS GENERALES ET PENALES,SECTION IV - SANCTIONS PENALES ET CIVILES,,"Dans tous les cas prévus aux articles 83 et 84 de la présente loi, le Tribunal doit interdire au condamné, pour une durée d'un an à cinq ans, d'émettre des chèques autres que ceux qui permettent exclusivement le retrait  de fonds par le tireur auprès du tiré ou ceux qui sont certifiés. Cette interdiction peut être déclarée exécutoire par provision. Elle est assortie d'une injonction adressée au condamné d'avoir à restituer aux banquiers qui les avaient délivrées les formules en sa possession et en celle de ses mandataires. Le Tribunal peut ordonner, aux frais du condamné, la publication par extraits de la décision portant interdiction dans les journaux qu'il désigne et selon les modalités qu'il fixe;
En conséquence de l'interdiction précitée, tout banquier informé de celle-ci par la Banque Centrale conformément aux articles 93 et 95 de la présente loi, doit s'abstenir de délivrer au condamné et à ses mandataires des formules de chèques autres que celles mentionnées à l'alinéa précédent.
Lorsque la condamnation est prononcée à la suite d'un incident de paiement constaté sur un compte collectif avec ou	sans	solidarité, l'interdiction prévue au premier alinéa est de plein droit applicable aux autres titulaires en ce qui concerne ledit compte.",Pénal
85,96-13,,86,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE XI - DISPOSITIONS GENERALES ET PENALES,SECTION IV - SANCTIONS PENALES ET CIVILES,,"Est	puni	d'un emprisonnement d'un an à cinq ans et d'une amende de
100.000 F à 2.500.000 F, ou de l'une de ces deux peines seulement, le tireur qui aura émis un ou plusieurs chèques en violation de l'interdiction prononcée en application de l'article 85 alinéa premier de la présente loi.
Sera puni des mêmes peines le mandataire qui, de mauvaise foi, aura émis un ou plusieurs   chèques   dont l'émission était interdite à son mandant en application de l'article 85 alinéa premier.",Pénal
86,96-13,,87,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE XI - DISPOSITIONS GENERALES ET PENALES,SECTION IV - SANCTIONS PENALES ET CIVILES,,"Tous les faits r)unis par les articles 83 et 84 de la présente loi sont considérés, pour l'application des dispositions concernant la récidive, comme constituant une même infraction.
En cas de récidive, le maximum de la peine est encouru.",Pénal
87,96-13,,88,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE XI - DISPOSITIONS GENERALES ET PENALES,SECTION IV - SANCTIONS PENALES ET CIVILES,,"A l'occasion des poursuites pénales exercées contre le tireur, le porteur qui s'est constitué partie civile est recevable à demander devant les juges de l'action publique une somme égale au montant du chèque, sans préjudice, le cas échéant, de tous les dommages intérêts. Il peut, néanmoins, s'il le préfère, agir en paiement de sa créance devant la juridiction civile.
En l'absence de constitution de partie civile et si la preuve du paiement du chèque ne résulte pas des éléments de la procédure, le juge de l'action publique peut, même d'off ice, condamner le tireur à payer au bénéficiaire, outre les frais d'exécution de la décision, une somme égale au montant du chèque, majorée, le cas échéant, des intérêts à partir du jour de la présentation conformément à l'article 54 de la présente loi et des frais résultant du non paiement, lorsque le chèque n'a pas été endossé si ce n'est aux fins de recouvrement.
Lorsqu'il est fait application des dispositions de l'alinéa précédent, le juge délivre au bénéficiaire une expédition de la   décision   en   forme exécutoire dans les mêmes conditions qu'une, partie civile régulièrement constituée;",Pénal
88,96-13,,89,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE XI - DISPOSITIONS GENERALES ET PENALES,SECTION IV - SANCTIONS PENALES ET CIVILES,,"Est passible d'une amende  de  100.000  F  à
2.000.000 F le tiré qui, sans avoir respecté les dispositions de l'article 43 alinéa 3 de la présente loi refuse le paiement d'un chèque au motif que le tireur y a fait opposition.",Pénal
89,96-13,,90,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE XI - DISPOSITIONS GENERALES ET PENALES,SECTION IV - SANCTIONS PENALES ET CIVILES,,"Est passible d'une amende  de  100.000  F  à
3.000.000 F:
1°-Le tiré qui indique une provision inférieure à la provision existante et disponible;
2°-Le tiré qui rejette un chèque pour insuffisance ou indisponibilité de la provision sans indiquer, lorsque tel est le cas, que le chèque a été émis au mépris d' une injonction adressée en application de l'article 74 ou en violation d'une interdiction prononcée en application de l'article 85 alinéa premier de la présente loi ;
3°-Le tiré qui n'a pas déclaré, dans les conditions prévues, les incidents de paiement ainsi que les infractions prévues par les articles 83 (1 0 à 60), 84 et 86 de la présente loi ;
4°-Le tiré qui contrevient aux dispositions des articles 72, 74, 81 et 85 alinéa 2;
5°-Le tiré qui contrevient aux dispositions des articles 2 et 4.",Pénal
90,96-13,,91,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE XI - DISPOSITIONS GENERALES ET PENALES,SECTION IV - SANCTIONS PENALES ET CIVILES,,"Lorsqu'il a refusé le paiement d'un chèque, le tiré doit être en mesure de justifier qu'il a satisfait aux prescriptions légales et réglementaires relatives à l'ouverture du compte et à la délivrance des formules de chèques ainsi qu'aux obligations légales et réglementaires résultant des incidents de paiement, notamment en ce qui concerne l'injonction d'avoir à restituer les formules de chèques.",Pénal
91,96-13,,92,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE XI - DISPOSITIONS GENERALES ET PENALES,SECTION IV - SANCTIONS PENALES ET CIVILES,,"Le tiré doit payer, nonobstant	l'absence,
l'insuffisance	ou l'indisponibilité de la provision, tout chèque:
1°- Emis au moyen d'une formule dont il n'a pas obtenu la restitution dans les conditions prévues à l'article 74 de la présente loi, sauf s'il justifie qu'il a mis en œuvre les diligences prévues par cet article;
2°- Emis au moyen d'une formule qu'il a délivrée en violation des dispositions des articles 72 et 85 alinéas 1 et 2 de la présente loi.
Le tiré qui refuse le paiement d'un chèque émis au moyen de l'une des formules susvisées est solidairement tenu de payer, outre une somme égale au montant du chèque, les dommages intérêts accordés au bénéficiaire en raison du non paiement.",Pénal
92,65-557,,1,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,,,,,,"Les peines de police sont-l'emprisonnement;
l'amende;
et la confiscation de certains objets saisis.",Pénal
93,65-557,,2,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,,,,,,"L'emprisonnement pour contravention de police ne pourra être moindre d'un jour, ni excéder un mois.
Le mois d'empri-sonnement est de trente jours.
Les jours d'empri-sonnement sont des jours complets de vingt quatre heures.",Pénal
94,65-557,,3,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,,,,,,Les amendes pour contravention pourront être prononcées depuis 200 francs jusqu'à 20.000 francs inclusivement.,Pénal
95,65-557,,4,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,,,,,,Là contrainte par corps a lieu pour le paiement de l'amende.,Pénal
96,65-557,,5,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,,,,,,"En cas d'insuffisance des biens, les restitutions et les indemnités dues à la partie lésée sont préférées à l'amende.",Pénal
97,65-557,,6,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,,,,,,"Dans les cas prévus par le présent Code ou par les lois et règlements particuliers, seront ou pourront être confisquées soit les choses saisies en contravention, soit les choses produites par la contravention, soit les matières ou les instruments qui ont servi ou étaient destinés à la commettre.",Pénal
98,65-557,,7,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,,,,,,"Dans les cas spécialement prévus, les tribunaux pourront ordonner que leur décision sera affiché en caractères très apparents, dans les lieux qu'ils indiquent, aux frais du condamné.
Sauf disposition contraire, cet affichage sera prononcé pour une durée qui ne pourra excéder 15 jours.
La suppression, la dissimulation et la lacération totale ou partielle des affiches apposées conformément au présent article, opérées volontairement, seront punies d'une amende de 500 francs à 18.000 francs et d'un emprisonnement de 1 jourà
15 jours au plus ou de l'une de ces deux peines seulement; il sera procédé de nouveau à l'exécution intégrale de l'affichage aux frais du condamné.",Pénal
99,65-557,,8,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,,TITRE PREMIER - CONTRAVENTIONS CONTRE LA CHOSE PUBLIQUE,CHAPITRE PREMIER - SURETE ET TRANQUILITE PUBLIQUES,,,"Seront punis des peines prévues aux articles 2 et 3 ou de l'une de ces deux peines seulement:
Ceux qui auront contrevenu aux décrets et arrêtés légalement faits par l'autorité administrative ou aux arrêtés publiés par l'autorité municipale;
Ceux qui auront négligé d'entretenir, réparer ou nettoyer les fours, cheminées ou usines où l'on fait usage du feu;
Ceux qui, obligés à l'éclairage, l'auront négligé et ceux qui auront négligé de nettoyer les rues ou passages, dans les localités où ce soin est laissé à la charge des habitants;
Ceux qui auront laissé dans les champs ou lieux publics des instruments ou armes dont peuvent abuser les malfaiteurs;
Ceux qui auront jeté ou exposé sur la voie publique des choses de nature à nuire par leur chute ou par des exhalaisons insalubres; ceux qui auront jeté des corps durs ou des immondices sur des personnes, contre les édifices et clôtures d'autrui, ou dans les jardins ou enclos;
Les aubergistes, hôteliers, logeurs ou loueurs de maisons garnies qui auront négligé d'inscrire dès l'arrivée, sans aucun blanc, sur un registre tenu régulièrement, les prénoms, noms, qualités, domicile habituel et date d'entrée de toute personne couchant ou passant tout ou partie de la nuit dans leurs maisons, ainsi que, lors de son départ, la date de sa sortie; ceux d'entre eux qui auraient manqué à représenter ce registre aux époques déterminées par les règlements, ou lorsqu'ils en auraient été requis aux maires,		adjoints, commissaires ou officiers de police, ou aux citoyens commis à cet effet; le tout, sans préjudice des cas de responsabilité mentionnés en l'article 54 du Code pénal, relativement aux crimes ou aux délits de ceux qui, ayant logé ou séjourné chez eux, n'auraient	pas		été régulièrement inscrits;
Ceux qui auront établi ou tenu dans les rues, chemins, places ou lieux publics, des jeux de loterie ou d'autres jeux de hasard;
Ceux qui auraient laissé divaguer des fous ou des furieux étant sous leur garde, ou des animaux malfaisants ou féroces;
Ceux qui auront accepté, détenu ou utilisé des moyens de paiement ayant pour objet de suppléer ou de remplacer les signes monétaires ayant cours légal;
Ceux qui auraient refusé de recevoir les espèces et monnaies nationales, non fausses, ni altérées, selon la valeur pour laquelle elles ont cours;
11 ) Ceux qui, le pouvant, auront refusé ou négligé de faire des travaux, le service, ou de prêter le secours dont ils auront été requis, dans les circonstances d'accidents, tumultes,	naufrage, inondation, incendie, ou autres calamités, ainsi que dans les cas de brigandage, pillage, flagrant délit, clameur publique ou d'exécution judiciaire, sauf application s'il y a lieu des peines prévues par l'article 49 du Code pénal et par les lois et règlements en vigueur ;
Ceux qui emploieront des poids et des mesures différents de ceux qui sont établis par les lois en vigueur;
Les auteurs ou complices de bruits, tapages ou attroupements injurieux ou nocturnes, troublant la tranquillité des habitants,
Ceux qui, sans y être dûment autorisés, auront enlevé du domaine public les gazons, terres ou pierres, ou qui, dans le domaine national auraient enlevé les terres ou matériaux sous réserve des droits d'usage;
Ceux qui auront porté en public des insignes, rubans ou rosettes présentant avec ceux des décorations conférées par l'Etat, une ressemblance de nature à causer une méprise dans l'esprit du public;
Ceux qui, hors les cas prévus aux articles 185 et suivants du Code pénal, seront opposés, par actes, paroles, gestes, manœuvres quelconques, ou par toutes abstentions	volontaires préméditées, répétées ou concertées à l'exercice de l'autorité légitime d'un agent dépositaire de la force publique ou de tout citoyen chargé  d'un  ministère  de service public, et auront par là porté atteinte à l'ordre public ou entravé la bonne marche des services administratifs ou judiciaires;
Ceux qui, sans autorisation	de l'administration, auront par quelque procédé que ce soit, effectué des inscriptions, tracé des signes ou dessins sur un bien meuble ou immeuble du domaine de l'Etat, des collectivités territoriales, ou sur un bien se trouvant sur ce domaine, soit en vue de permettre l'exécution d'un service public, soit parce qu'il est mis à la disposition du public;
Ceux qui auront volontairement détourné ou indûment utilisé des eaux destinées à l'irrigation par la loi ou par des dispositions réglementaires émanant de l'administration	ou d'organismes de distribution.",Pénal
100,65-557,,9,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,,TITRE PREMIER - CONTRAVENTIONS CONTRE LA CHOSE PUBLIQUE,CHAPITRE Il - HYGIENE ET SANTE PUBLIQUES,,,"Seront punis des peines prévues aux articles 2 et 3 ou de l'une de ces deux peines seulement:
Ceux qui, sans autorisation ou déclaration régulière, offriront, mettront en vente ou exposeront en vue de la vente des marchandises dans les lieux publics en contravention aux dispositions réglementaires sur la police de ces lieux;
Ceux qui auront exposé ou fait exposer sur la voie publique ou dans des lieux publics des affiches ou images contraires à la décence. Le jugement de condamnation   ordonnera,
nonobstant toutes voles de recours, la suppression du ou des objets incriminés laquelle, si elle n'est pas volontaire, sera réalisée d'office et sans délai aux frais du condamné;
Ceux qui, par gestes, paroles, écrits ou par tous autres moyens, procéderaient publiquement au racolage des personnes, de l'un ou l'autre sexe, en vue de les provoquer à la débauche.",Pénal
101,65-557,,10,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,,TITRE PREMIER - CONTRAVENTIONS CONTRE LA CHOSE PUBLIQUE,CHAPITRE III - VOIRIE ET CIRCULATION,,,"Seront punis des peines prévues aux articles 2 et 3 ou de l'une de ces deux peines seulement:
Ceux qui auront embarrassé la voie publique, en y déposant ou y laissant sans nécessité des matériaux ou des choses quelconques qui empêchent ou diminuent la liberté ou la sûreté de passage;
Ceux qui auront négligé d'éclairer les matériaux par eux entreposés ou les excavations par eux faites dans les rues et places;
Ceux qui auront négligé ou refusé d'exécuter les décrets ou arrêtés concernant la voirie ou d'obéir à la sommation amenée de l'autorité administrative, de réparer ou démolir les édifices menaçant ruine;
Ceux qui contre-viendront aux dispositions des lois et règlements ayant pour objet:
La solidité des voitures publiques;
Leur poids;
Le	mode	de	leur chargement;
Le nombre et la sûreté des voyageurs,
L'indication,	dans l'intérieur des voitures, des places qu'elles contiennent et du prix des places;
L'indication,	à l'extérieur, du nom du propriétaire.
Ceux qui auront dégradé, ou détérioré, de quelque manière que ce soit, les chemins publics ou usurpé sur leur largeur.",Pénal
102,65-557,,11,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,,TITRE Il - CONTRAVENTIONS CONTRE LES PARTICULIERS,CHAPITRE PREMIER - DOMMAGES AUX PERSONNES,,,"Seront punis des peines prévues aux articles 2 et 3 ou de l'une de ces deux peines seulement:
1 ) Ceux qui, sans avoir été provoqués, auront proféré contre quelqu'un des injures non publiques;
Ceux qui auront excité ou n'auront pas retenu leurs chiens, lorsqu'ils attaquent ou poursuivent les passants quand même il n'en serait résulté aucun mal ni dommage;
Les auteurs et complices de rixes, de voies de fait ou de violences légères.",Pénal
103,65-557,,12,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,,TITRE Il - CONTRAVENTIONS CONTRE LES PARTICULIERS,CHAPITRE Il - DOMMAGES AUX ANIMAUX,,,"Seront punis des peines prévues aux articles 2 et 3 ou de l'une de ces deux peines seulement:
Ceux qui, par maladresse, imprudence, inattention, négligence ou inobservation des règlements, auront		involontairement causé la mort ou la blessure des animaux ou bestiaux appartenant à autrui;
Ceux qui auront exercé sans nécessité, publiquement ou non, de mauvais traitements envers un animal domestique ou apprivoisé, ou tenu en captivité; en cas de condamnation du propriétaire de l'animal ou si le propriétaire est inconnu, le tribunal pourra décider que l'animal sera remis à une œuvre de protection animale reconnue d'utilité publique ou déclarée, laquelle pourra librement en disposer.",Pénal
104,65-557,,13,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,,TITRE Il - CONTRAVENTIONS CONTRE LES PARTICULIERS,CHAPITRE III - DOMMAGES À LA PROPRIETE PRIVEE,,,"Seront punis des peines prévues aux articles 2 et 3 ou de l'une de ces deux peines seulement:
1 ) Ceux qui auront cueilli ou mangé, sur le lieu même, des fruits appartenant à autrui;
Ceux qui auront glané, ratelé ou grapillé dans les champs non encore entièrement vidés de leurs récoltes ou pendant la nuit;
Ceux qui sans droit auront passé ou laissé passer des animaux sur le terrain d'autrui en semence préparé, chargé de fruits ou avant l'enlèvement de la récolte;
Ceux qui auront causé l'incendie des propriétés mobilières d'autrui par imprudence, maladresse, inattention, négligence ou inobservation des règlements
Ceux qui auront dégradé des fossés ou clôtures;
Ceux qui, hors les cas prévus depuis l'article 406 jusque et y compris l'article
429 du Code pénal, auront volontairement causé du dommage aux propriétés mobilières ou immobilières d'autrui;
Ceux qui dérobent des récoltes	ou	autres productions utiles de la terre qui, avant d'être soustraites, n'étaient pas encore détachées du soi;
Ceux qui sans être propriétaires, usufruitiers ou locataires d'un immeuble, ou sans y être autorisés par une de ces personnes, y auront, par quelque procédé que ce soit, effectué des inscriptions, tracé des signes ou des dessins.",Pénal
105,65-557,,14,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,,TITRE III - DISPOSITIONS COMPLEMENTAIRES,,,,"Seront de plus saisis et confisqués:
les instruments ou armes mentionnés à l'article 8,4°;
Les tables, instru-ments, appareils des jeux ou des loteries établis dans les rues, chemins et voies publiques, ainsi que les enjeux, les fonds, denrées, objets ou lots proposés aux joueurs dans le cas de l'article 8, 7°;
Les moyens de payement ayant pour objet de suppléer ou de remplacer les signes monétaires ayant cours dans le cas de l'article 8, 9°;
Les poids et les mesures différents de ceux que la loi a établis dans le cas de l'article 8, 12°;
Les insignes, rubans ou rosettes mentionnés en l'article 8, 15°;
Les marchandises offertes, mises en vente ou exposées en vue de la vente dans le cas de l'article 9, 1°.",Pénal
106,65-557,,15,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,,TITRE IV - DISPOSITIONS GENERALES,,,,"Dans toutes les matières qui n'ont pas été réglées par le présent Code et qui sont régies par des lois et règlements particuliers, les Cours et Tribunaux continueront de les observer.",Pénal
107,65-557,,16,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,,TITRE IV - DISPOSITIONS GENERALES,,,,"Le Garde des Sceaux, Ministre de la Justice est chargé de l'exécution du présent décret qui entrera en vigueur le 1er février 1966 et qui sera publié au Journal officiel.",Pénal
108,65-60,,1,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,,,,,,"L'infraction que les lois punissent de peines de police est une contravention.
L'infraction que les lois punissent de peines correctionnelles est un délit.
L'infraction que les lois punissent d'une peine afflictive ou infamante est un crime.",Pénal
109,65-60,,2,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,,,,,,"Toute tentative de crime qui aura été manifestée par un	commencement d'exécution, si elle n'a été suspendue ou si elle n'a manqué son effet que par des circonstances indépendantes de la volonté de son auteur, est considérée comme le crime même.",Pénal
110,65-60,,3,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,,,,,,Les tentatives de délits ne sont considérées comme délits que dans les cas déterminés par une disposition spéciale de la loi.,Pénal
111,99-05,,4,,1999-01-29,PARTIE I - DISPOSITIONS PRELIMINAIRES,,,,,,"(Loi n°99-05 du 29 janvier 1999)
Nul crime, nul délit, nulle contravention ne peuvent être punis de peines qui n'étaient pas prévues par la loi ou le règlement avant qu'ils fussent commis",Pénal
112,65-60,,5,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,,,,,,"En cas de commission de plusieurs crimes ou délits, la peine la plus forte est seule prononcée,
Lorsqu'une	peine principale fait l'objet d'une remise gracieuse, il y a lieu de tenir compte, pour l'application de la confusion des peines, de la peine résultant de la commutation et non de la peine initialement prononcée.",Pénal
113,65-60,,6,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,LIVRE PREMIER -DES PEINES EN MATIERE CRIMINELLE ET CORRECTIONNELLE ET DE LEURS EFFETS,,,,,Les peines en matière criminelles sont ou afflictives et infamantes ou seulement infamantes.,Pénal
114,65-60,,7,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,LIVRE PREMIER -DES PEINES EN MATIERE CRIMINELLE ET CORRECTIONNELLE ET DE LEURS EFFETS,,,,,"Les Peines afflictives et infamantes sont:
La mort;
Les travaux forcés à perpétuité;
Les travaux forcés à temps;
La détention criminelle.",Pénal
115,65-60,,8,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,LIVRE PREMIER -DES PEINES EN MATIERE CRIMINELLE ET CORRECTIONNELLE ET DE LEURS EFFETS,,,,,La peine seulement infamante est la dégradation civique.,Pénal
116,65-60,,9,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,LIVRE PREMIER -DES PEINES EN MATIERE CRIMINELLE ET CORRECTIONNELLE ET DE LEURS EFFETS,,,,,"Les peines en matière correctionnelle son ;
1° L'emprisonnement à temps dans un lieu de correction;
2° L'interdiction à temps de certains droits civiques, civils ou de famille;
3° L'amende.",Pénal
117,65-60,,10,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,LIVRE PREMIER -DES PEINES EN MATIERE CRIMINELLE ET CORRECTIONNELLE ET DE LEURS EFFETS,,,,,"La condamnation aux peines établies par la loi est toujours prononcée sans préjudice des restitutions et dommages intérêts qui peuvent être dus aux parties,",Pénal
118,65-60,,11,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,LIVRE PREMIER -DES PEINES EN MATIERE CRIMINELLE ET CORRECTIONNELLE ET DE LEURS EFFETS,,,,,"L'interdiction de séjour, l'amende et la confiscation spéciale, soit du corps du délit, quand la propriété en appartient au condamné, soit de celles qui ont servi ou qui ont été destinées à le commettre, sont des peines communes aux matières criminelles	et correctionnelles.",Pénal
119,65-60,,12,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,LIVRE PREMIER -DES PEINES EN MATIERE CRIMINELLE ET CORRECTIONNELLE ET DE LEURS EFFETS,,CHAPITRE PREMIER - DES PEINES EN MATIERE CRIMINELLE,,,Tout condamné à mort sera fusillé.,Pénal
120,65-60,,13,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,LIVRE PREMIER -DES PEINES EN MATIERE CRIMINELLE ET CORRECTIONNELLE ET DE LEURS EFFETS,,CHAPITRE PREMIER - DES PEINES EN MATIERE CRIMINELLE,,,"Les corps des suppliciés seront livrés à leurs familles si elles les réclament, à charge par elles de les faire inhumer sans aucun appareil,",Pénal
121,65-60,,14,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,LIVRE PREMIER -DES PEINES EN MATIERE CRIMINELLE ET CORRECTIONNELLE ET DE LEURS EFFETS,,CHAPITRE PREMIER - DES PEINES EN MATIERE CRIMINELLE,,,"Le	procès-verbal d'exécution sera, sous peine d'une amende civile de 2.000 à 10.000 francs, dressé sur-le-champ par le greffier. Il sera signé par le président des assises ou son remplaçant, le représentant du ministère public et le greffier.
Immédiatement   après l'exécution, copie de ce procès-verbal sera, sous la même peine, affichée à la porte de l'établissement pénitentiaire où a eu lieu l'exécution et y demeurera apposée pendant vingt-quatre heures. Au cas où l'exécution aurait été faite hors de l'enceinte d'un établissement pénitentiaire, le procès-verbal en sera affiché à la porte de la mairie du lieu d'exécution.
Aucune indication, aucun document relatifs à l'exécution autres que le procès-verbal, ne pourront être publiés par la voie de la presse, à peine d'une amende de 40.000 à 50.000francs. Il est interdit, sous la même peine, tant que le procès-verbal de l'exécution n'a pas été affiché, ou le décret de grâce notifié au condamné ou mentionné à la minute de l'arrêt, de publier parla voie de la presse, d'affiche, de tract, ou par tout autre moyen de publicité, aucune information relative aux avis émis parle Conseil supérieur de la Magistrature ou à la décision prise par le Président de la République.
Le procès-verbal sera, sous la peine prévue à J'alinéa fer, transcrit par le greffier dans les vingt-quatre heures au pied de la minute de l'arrêt. La transcription sera signée par lui et il fera mention du tout sous la même peine, en marge du procès-verbal. Cette mention sera également signée et la transcription fera preuve comme le procès-verbal lui-même.
Si la condamnation émane d'une juridiction autre que la Cour d'assises, son président exercera les attributions appartenant au président des assises pour l'application du présent article.",Pénal
122,65-60,,15,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,LIVRE PREMIER -DES PEINES EN MATIERE CRIMINELLE ET CORRECTIONNELLE ET DE LEURS EFFETS,,CHAPITRE PREMIER - DES PEINES EN MATIERE CRIMINELLE,,,"L'exécution se fera dans J'enceinte de l'un des établissements pénitentiaires figurant sur une liste dressée par arrêté	du	garde	des sceaux, ministre de la justice.
Seront seules admises à assister à l'exécution les personnes indiquées ci-après:
Le président de la cour d'assises ou, à défaut, un magistrat désigné par le premier président de la Cour d'appel;
Un représentant du ministère public désigné par le Procureur général;
Un juge du tribunal du lieu d'exécution;
Le greffier de la cour d'assises ou, à défaut, un greffier du tribunal du lieu d'exécution;
Les défenseurs du condamné;
Un ministre du culte;
Le directeur de l'établissement pénitentiaire;
Le commissaire de police et, s'il y a lieu, les agents de la force publique requis parle Procureur général ou par le Procureur de la République;
Le médecin de la prison ou, à son défaut, un médecin désigné par le Procureur général ou par le Procureur de la République.
Aucune condamnation ne pourra être exécutée les jours de fêtes nationales ou religieuses, ni les dimanches.",Pénal
123,65-60,,16,,1965-07-21,PARTIE I - DISPOSITIONS PRELIMINAIRES,LIVRE PREMIER -DES PEINES EN MATIERE CRIMINELLE ET CORRECTIONNELLE ET DE LEURS EFFETS,,CHAPITRE PREMIER - DES PEINES EN MATIERE CRIMINELLE,,,"Si une femme condamnée à mort se déclare et s'il est vérifié qu'elle est enceinte, elle ne subira la peine qu'après sa délivrance.",Pénal
